Promedio ponderado del semestre,Asistencia (%),Desarrollo de Tareas (%),tasa_aprobacion,tasa_evaluacion,carga_aprobada,backlog_eval,backlog_aprob,Deuda,deuda_neta,conflicto_trabajo_estudio,trabajo_ordinal,Edad,¿La distancia y la separación de mi familia para estudiar en la universidad me hacen considerar abandonar mis estudios.?,¿La incompatibilidad entre mis horarios de trabajo y las clases me llevaría a abandonar la carrera.?,¿La calidad de la enseñanza y las metodologías docentes me desmotivan al punto de pensar en abandonar?,"¿La falta de recursos económicos, becas o facilidades de pago me haría interrumpir mis estudios?","¿Me siento poco integrado/a con mis compañeros y actividades universitarias, lo que me hace pensar en abandonar?","¿El estrés, la ansiedad u otros problemas de bienestar asociados a la vida universitaria me hacen considerar abandonar?",¿La falta de seguridad dentro o cerca del campus influye en mi intención de abandonar?,¿La retroalimentación tardía o poco clara de los docentes afecta mi continuidad y me hace pensar en abandonar?,¿La carrera/facultad donde estoy matriculado no cumple mis expectativas y me hace pensar en retirarme?,¿La dificultad de los cursos supera mis capacidades actuales y me lleva a considerar dejar la universidad?,¿Cuento con poco apoyo familiar para continuar mis estudios y eso me hace considerar el abandono?,"¿Me cuesta adaptarme a la cultura y normas institucionales, lo que afecta mi permanencia?","¿No veo una trayectoria profesional clara a partir de mi carrera actual, por lo que consideraría retirarme?",Condición Final,target_deserto,Formas de Pago_Contado,Formas de Pago_Otros,Matrícula al día_Sí,Becario_Sí,Situación laboral_No Trabaja,Situación laboral_Tiempo completo,Facultad_Ciencias Humanas y Educación,Facultad_Ciencias de la Salud,Facultad_Ingeniería y Arquitectura,Facultad_Teología,Orden de solicitud_Segunda Opción,Orden de solicitud_Tercera Opción,Modo de solicitud_Ingreso directo,Modo de solicitud_Ingreso por convenio o beca especial,Modo de solicitud_Ingreso por reingreso,Modo de solicitud_Ingreso por traslado externo,Modo de solicitud_Ingreso por traslado interno,Procedencia_Lima,Procedencia_Provincia,Vivienda_Familiares,Vivienda_Residencia,Necesidades educativas especiales_Sí,Trasladado(a)_Sí,Género_M,Crianza Adventista_Sí,Estado civil_Soltero,Titulación de la madre_Primaria,Titulación de la madre_Secundaria,Titulación de la madre_Sin estudios,Titulación de la madre_Técnica,Titulación del padre_Primaria,Titulación del padre_Secundaria,Titulación del padre_Sin estudios,Titulación del padre_Técnica,Ocupación de la madre_Ama de casa / labores del hogar,Ocupación de la madre_Comerciantes / vendedores,Ocupación de la madre_Desempleado / sin ocupación,Ocupación de la madre_Empleados administrativos / de oficina,Ocupación de la madre_Militares / policías / fuerzas del orden,Ocupación de la madre_Obreros / trabajadores manuales,Ocupación de la madre_Otros / no especificado,Ocupación de la madre_Profesionales y técnicos,Ocupación de la madre_Servicios personales y domésticos,Ocupación del padre_Ama de casa / labores del hogar,Ocupación del padre_Comerciantes / vendedores,Ocupación del padre_Desempleado / sin ocupación,Ocupación del padre_Empleados administrativos / de oficina,Ocupación del padre_Militares / policías / fuerzas del orden,Ocupación del padre_Obreros / trabajadores manuales,Ocupación del padre_Otros / no especificado,Ocupación del padre_Profesionales y técnicos,Ocupación del padre_Servicios personales y domésticos,Edad_scaled,Promedio ponderado del semestre_scaled,Asistencia (%)_scaled,Desarrollo de Tareas (%)_scaled,Deuda_scaled,deuda_neta_scaled,tasa_aprobacion_scaled,tasa_evaluacion_scaled,carga_aprobada_scaled,backlog_eval_scaled,backlog_aprob_scaled,trabajo_ordinal_scaled,conflicto_trabajo_estudio_scaled
10.7,92.8,76.4,0.6666666666666666,0.75,0.5,1,1,1285.35,957.52,0,0,17,5,1,1,5,5,1,2,1,4,5,4,5,2,Graduado,0,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,-1.0,-0.5036674816625918,0.704347826086956,-0.21284403669724708,0.5960999885477506,0.6764265456330935,0.0,-1.5000000000000004,-0.33333333333333315,1.0,-0.5,0.0,0.0
8.97,83.3,74.3,0.42857142857142855,1.0,0.42857142857142855,0,4,769.41,-327.61,0,0,20,5,3,2,5,1,1,1,1,1,5,2,4,3,Desertó,1,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.4,-0.926650366748166,-0.1217391304347831,-0.3669724770642202,0.058947850621024256,-0.5793098057225496,-0.9523809523809523,0.0,-0.6666666666666666,0.0,1.0,0.0,0.0
8.62,74.3,78.8,0.42857142857142855,1.0,0.42857142857142855,0,4,4234.73,3390.4199999999996,3,1,16,1,3,1,3,4,5,2,3,2,5,5,2,1,Graduado,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-1.2,-1.0122249388753057,-0.904347826086957,-0.03669724770642202,3.666739544616922,3.053680962861812,-0.9523809523809523,0.0,-0.6666666666666666,0.0,1.0,1.0,0.75
12.28,57.5,70.8,0.7142857142857143,0.875,0.625,1,2,770.59,-523.4799999999999,0,0,21,2,2,2,2,1,1,2,3,1,2,3,4,1,Desertó,1,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,-0.2,-0.1173594132029341,-2.365217391304348,-0.6238532110091743,0.060176364639618604,-0.7706998434152574,0.1904761904761907,-0.7500000000000002,0.2500000000000001,1.0,0.0,0.0,0.0
11.13,78.4,82.3,0.5714285714285714,1.0,0.5714285714285714,0,3,1106.24,818.0799999999999,2,2,26,3,1,1,4,5,3,2,1,5,2,3,1,5,Desertó,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.8,-0.3985330073349631,-0.5478260869565215,0.22018348623853212,0.40962613611518883,0.5401758341618563,-0.38095238095238093,0.0,0.0,0.0,0.5,2.0,0.5
17.27,78.8,77.5,0.8,1.0,0.8,0,1,724.71,-172.06999999999994,5,1,21,5,5,3,5,1,1,1,1,3,3,3,3,1,Desertó,1,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,-0.2,1.1026894865525672,-0.51304347826087,-0.13211009174311905,0.012410073814952549,-0.4273273353967017,0.5333333333333337,0.0,1.0666666666666669,0.0,-0.5,1.0,1.25
10.92,82.6,64.2,0.6666666666666666,0.75,0.5,1,1,827.22,429.12,0,0,23,3,2,4,4,5,2,1,2,1,3,4,1,2,Graduado,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.2,-0.4498777506112469,-0.18260869565217466,-1.1082568807339446,0.11913462639639365,0.1601121742805285,0.0,-1.5000000000000004,-0.33333333333333315,1.0,-0.5,0.0,0.0
6.11,81.7,51.6,0.2857142857142857,1.0,0.2857142857142857,0,5,5575.54,5424.68,0,0,20,4,5,5,5,1,5,1,1,4,5,5,4,2,Graduado,0,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,-0.4,-1.625916870415648,-0.2608695652173913,-2.0330275229357797,5.06267503721981,5.041413122338854,-1.5238095238095237,0.0,-1.3333333333333333,0.0,1.5,0.0,0.0
16.05,88.8,64.4,0.8571428571428571,0.875,0.75,1,1,335.92,33.84000000000003,0,0,22,3,5,4,4,4,1,5,4,1,5,5,3,1,Desertó,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,0.8044009779951102,0.3565217391304343,-1.0935779816513755,-0.3923644730403639,-0.2261269337971434,0.7619047619047619,-0.7500000000000002,0.8333333333333334,1.0,-0.5,0.0,0.0
11.77,85.6,93.1,0.6,0.8333333333333334,0.5,1,2,210.34,-84.28999999999999,0,0,21,2,5,1,5,5,3,5,3,1,5,2,4,2,Graduado,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,-0.2,-0.2420537897310514,0.07826086956521665,1.0128440366972475,-0.5231075157988985,-0.34155505016330256,-0.2666666666666666,-1.0,-0.33333333333333315,1.0,0.0,0.0,0.0
9.89,100.0,90.1,0.42857142857142855,1.0,0.42857142857142855,0,4,436.26,-661.8499999999999,5,1,26,5,5,3,1,2,3,3,2,5,5,1,2,5,Graduado,0,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.8,-0.7017114914425426,1.3304347826086953,0.7926605504587154,-0.2878991369168462,-0.9059050280557842,-0.9523809523809523,0.0,-0.6666666666666666,0.0,1.0,1.0,1.25
14.06,81.9,78.1,0.6666666666666666,0.8571428571428571,0.5714285714285714,1,2,782.89,321.33,4,2,22,2,2,1,1,2,4,5,3,2,1,5,2,1,Graduado,0,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0.0,0.3178484107579464,-0.24347826086956498,-0.08807339449541306,0.0729820616131014,0.054787560184970246,0.0,-0.8571428571428577,0.0,1.0,0.0,2.0,1.0
10.55,86.9,92.8,0.5,0.8,0.4,1,2,115.54,66.82000000000001,0,0,24,1,2,5,3,3,1,1,1,1,1,2,3,4,Graduado,0,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.4,-0.5403422982885083,0.1913043478260872,0.9908256880733946,-0.6218050827164735,-0.1939012563421707,-0.6666666666666665,-1.2,-0.7999999999999997,1.0,0.0,0.0,0.0
15.44,84.2,82.5,0.8333333333333334,1.0,0.8333333333333334,0,1,1331.23,853.5,0,0,18,2,3,2,4,1,5,4,3,1,2,3,1,5,Graduado,0,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,-0.8,0.6552567237163813,-0.043478260869565216,0.23486238532110112,0.6438662793724168,0.574785703642,0.666666666666667,0.0,1.2222222222222225,0.0,-0.5,0.0,0.0
8.95,72.7,77.8,0.4,1.0,0.4,0,3,589.99,364.75,3,1,17,3,3,4,3,3,5,1,2,1,4,5,1,5,Graduado,0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,-1.0,-0.9315403422982886,-1.0434782608695652,-0.11009174311926606,-0.12784874701981236,0.09721445269846074,-1.0666666666666664,0.0,-0.7999999999999997,0.0,0.5,1.0,0.75
10.84,77.3,76.1,0.5,0.8571428571428571,0.42857142857142855,1,3,223.41,-305.6600000000001,0,0,23,4,1,1,5,5,1,3,2,4,4,2,4,4,Desertó,1,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.2,-0.46943765281173594,-0.6434782608695657,-0.23486238532110112,-0.5095001613726041,-0.5578618487748039,-0.6666666666666665,-0.8571428571428577,-0.6666666666666666,1.0,0.5,0.0,0.0
9.84,82.8,79.9,0.5,1.0,0.5,0,4,395.32,278.86,2,1,23,3,2,1,1,1,5,1,2,2,4,3,4,1,Graduado,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.2,-0.7139364303178484,-0.16521739130434832,0.04403669724770705,-0.33052232668061754,0.013288939156689751,-0.6666666666666665,0.0,-0.33333333333333315,0.0,1.0,1.0,0.5
10.68,85.4,76.8,0.6,0.8333333333333334,0.5,1,2,1721.66,1173.14,0,0,24,5,3,5,4,5,3,5,1,2,3,5,3,1,Graduado,0,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.4,-0.508557457212714,0.06086956521739155,-0.1834862385321101,1.0503482524908643,0.8871148589393767,-0.2666666666666666,-1.0,-0.33333333333333315,1.0,0.0,0.0,0.0
11.37,81.3,81.5,0.5,0.8,0.4,1,2,467.23,-828.5999999999999,5,1,22,4,5,1,1,1,4,3,1,3,5,5,3,1,Graduado,0,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,0.0,-0.3398533007334965,-0.295652173913044,0.16146788990825708,-0.2556558494966215,-1.0688411019071093,-0.6666666666666665,-1.2,-0.7999999999999997,1.0,0.0,1.0,1.25
14.28,72.6,92.1,0.7142857142857143,0.875,0.625,1,2,29.17,-170.95999999999998,5,1,18,1,5,5,5,5,1,2,2,5,4,5,4,1,Desertó,1,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.8,0.3716381418092909,-1.052173913043479,0.9394495412844035,-0.711726062196125,-0.42624272345082487,0.1904761904761907,-0.7500000000000002,0.2500000000000001,1.0,0.0,1.0,1.25
13.98,88.9,76.6,0.6666666666666666,0.8571428571428571,0.5714285714285714,1,2,654.74,641.7,8,2,22,4,4,1,4,5,5,4,1,3,5,5,1,2,Graduado,0,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,True,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,0.29828850855745737,0.36521739130434805,-0.1981651376146791,-0.060436643033388464,0.3678300188341399,0.0,-0.8571428571428577,0.0,1.0,0.0,2.0,2.0
16.38,86.4,100.0,0.75,1.0,0.75,0,2,623.25,-610.1800000000001,2,2,18,2,1,4,1,3,2,4,2,5,1,1,5,2,Graduado,0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,-0.8,0.885085574572127,0.147826086956522,1.5192660550458719,-0.0932213095126547,-0.8554168305391548,0.3333333333333335,0.0,0.8333333333333334,0.0,0.0,2.0,0.5
5.39,87.5,66.5,0.25,0.8,0.2,1,3,1813.26,1517.85,0,0,21,1,4,1,2,2,5,1,5,2,5,3,2,1,Desertó,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-0.2,-1.801955990220049,0.24347826086956498,-0.9394495412844035,1.1457142559681837,1.223940610167504,-1.6666666666666665,-1.2,-1.733333333333333,1.0,0.5,0.0,0.0
10.84,79.4,92.0,0.5,0.8,0.4,1,2,2452.51,2020.0500000000002,1,1,17,4,1,5,5,1,1,3,5,1,4,3,2,3,Desertó,1,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,-1.0,-0.46943765281173594,-0.46086956521739103,0.9321100917431194,1.8112461088380134,1.7146542310858581,-0.6666666666666665,-1.2,-0.7999999999999997,1.0,0.0,1.0,0.25
14.01,77.4,90.2,0.6666666666666666,0.8571428571428571,0.5714285714285714,1,2,1086.26,850.22,0,0,21,5,4,3,5,2,1,5,2,2,5,3,1,1,Graduado,0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,-0.2,0.3056234718826406,-0.634782608695652,0.8000000000000004,0.3888246868850923,0.5715807241983277,0.0,-0.8571428571428577,0.0,1.0,0.0,0.0,0.0
15.13,84.2,72.2,0.8333333333333334,1.0,0.8333333333333334,0,1,602.56,309.96999999999997,2,1,26,5,2,4,3,3,1,4,5,4,2,1,1,1,Desertó,1,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.8,0.5794621026894868,-0.043478260869565216,-0.5211009174311922,-0.11476194938105799,0.04368738747761759,0.666666666666667,0.0,1.2222222222222225,0.0,-0.5,1.0,0.5
9.76,68.3,73.5,0.5,0.8,0.4,1,2,2305.91,1944.06,0,0,22,1,2,4,3,1,4,2,1,4,3,1,5,3,Desertó,1,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,0.0,-0.7334963325183375,-1.4260869565217396,-0.4256880733944952,1.6586188587312989,1.6404022835478538,-0.6666666666666665,-1.2,-0.7999999999999997,1.0,0.0,0.0,0.0
11.47,80.7,80.1,0.6,0.8333333333333334,0.5,1,2,1832.43,371.24,5,1,22,1,5,2,1,3,1,2,1,1,2,5,1,5,Graduado,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,-0.3154034229828849,-0.34782608695652173,0.05871559633027502,1.1656724032024655,0.10355601263426345,-0.2666666666666666,-1.0,-0.33333333333333315,1.0,0.0,1.0,1.25
13.29,73.3,64.6,0.75,0.8,0.6,1,1,306.22,-372.3399999999999,1,1,20,2,1,1,3,3,4,1,4,5,1,2,2,1,Desertó,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,-0.4,0.12958435207823946,-0.9913043478260875,-1.0788990825688076,-0.4232855462202371,-0.6230167357577504,0.3333333333333335,-1.2,0.13333333333333336,1.0,-0.5,1.0,0.25
14.71,87.5,75.1,0.6666666666666666,1.0,0.6666666666666666,0,2,1113.96,719.5,5,1,25,1,5,1,2,3,1,4,2,5,1,3,5,2,Graduado,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.6,0.47677261613691957,0.24347826086956498,-0.30825688073394514,0.41766353291480574,0.4438505678334388,0.0,0.0,0.44444444444444436,0.0,0.0,1.0,1.25
17.54,77.0,75.1,0.875,1.0,0.875,0,1,1219.82,1120.1299999999999,5,1,18,2,5,5,4,1,3,5,5,1,2,5,1,5,Graduado,0,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,-0.8,1.1687041564792175,-0.6695652173913046,-0.30825688073394514,0.5278758159727645,0.8353173100646614,0.8333333333333335,0.0,1.4166666666666667,0.0,-0.5,1.0,1.25
11.37,91.0,86.8,0.5,0.8,0.4,1,2,743.51,418.90999999999997,0,0,22,4,2,5,1,5,5,1,2,4,5,1,4,3,Desertó,1,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0,-0.3398533007334965,0.5478260869565215,0.5504587155963303,0.03198300902645473,0.15013569863421944,-0.6666666666666665,-1.2,-0.7999999999999997,1.0,0.0,0.0,0.0
16.04,88.5,87.5,0.8571428571428571,1.0,0.8571428571428571,0,1,862.07,689.45,4,1,21,5,4,5,5,3,2,2,2,5,1,1,3,1,Graduado,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,-0.2,0.8019559902200488,0.3304347826086954,0.6018348623853214,0.15541743448792839,0.4144878750644294,0.7619047619047619,0.0,1.3333333333333333,0.0,-0.5,1.0,1.0
15.84,78.9,74.6,0.8,0.8333333333333334,0.6666666666666666,1,1,276.44,-781.8299999999999,2,1,23,5,2,4,5,2,3,5,3,1,5,3,2,1,Desertó,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0.2,0.7530562347188264,-0.5043478260869563,-0.34495412844036716,-0.4542899084861167,-1.023140830998405,0.5333333333333337,-1.0,0.44444444444444436,1.0,-0.5,1.0,0.5
13.64,86.6,67.9,0.7142857142857143,1.0,0.7142857142857143,0,2,77.51,-232.16000000000003,0,0,20,5,5,5,1,1,1,4,4,1,1,5,4,4,Graduado,0,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,-0.4,0.21515892420537916,0.1652173913043471,-0.8366972477064214,-0.6613986319767623,-0.486042949655929,0.1904761904761907,0.0,0.6666666666666669,0.0,0.0,0.0,0.0
12.1,95.8,78.6,0.6666666666666666,1.0,0.6666666666666666,0,2,14.53,-374.59000000000003,6,2,28,4,3,3,1,1,3,5,1,3,5,5,2,3,Graduado,0,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.2,-0.16136919315403428,0.9652173913043474,-0.05137614678899104,-0.7269679649352948,-0.6252152734858795,0.0,0.0,0.44444444444444436,0.0,0.0,2.0,1.5
20.0,100.0,73.1,1.0,0.8333333333333334,0.8333333333333334,1,0,583.3,19.409999999999968,8,2,19,1,4,2,3,1,1,3,2,1,2,1,1,1,Graduado,0,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,-0.6,1.7701711491442544,1.3304347826086953,-0.4550458715596332,-0.13481379683709696,-0.240226889093543,1.3333333333333335,-1.0,1.2222222222222225,1.0,-1.0,2.0,2.0
11.34,91.8,72.8,0.5,1.0,0.5,0,2,678.8,365.84999999999997,10,2,16,3,5,2,4,1,1,2,3,2,1,2,1,1,Graduado,0,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,-1.2,-0.3471882640586797,0.6173913043478256,-0.47706422018348627,-0.035387450416966,0.09828929336554591,-0.6666666666666665,0.0,-0.33333333333333315,0.0,0.0,2.0,2.5
14.68,100.0,68.4,0.75,1.0,0.75,0,1,3140.87,2811.18,0,0,23,3,1,1,5,2,1,4,2,5,3,5,4,5,Graduado,0,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,0.2,0.46943765281173594,1.3304347826086953,-0.7999999999999994,2.527907049380017,2.4876894101323273,0.3333333333333335,0.0,0.8333333333333334,0.0,-0.5,0.0,0.0
12.19,73.1,73.7,0.5714285714285714,1.0,0.5714285714285714,0,3,269.17,-268.71,0,0,21,5,3,1,4,3,3,5,4,5,2,2,1,2,Desertó,1,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,-0.2,-0.1393643031784842,-1.0086956521739139,-0.4110091743119262,-0.46185880417694763,-0.5217569736395327,-0.38095238095238093,0.0,0.0,0.0,0.5,0.0,0.0
11.41,73.4,93.9,0.5,1.0,0.5,0,3,264.3,-265.69,0,0,22,2,2,1,5,3,2,1,5,4,5,1,3,4,Graduado,0,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,0.0,-0.33007334963325174,-0.9826086956521737,1.0715596330275237,-0.4669290272875868,-0.5188060474444443,-0.6666666666666665,0.0,-0.33333333333333315,0.0,0.5,0.0,0.0
14.26,75.9,86.2,0.6666666666666666,1.0,0.6666666666666666,0,2,155.65,-17.189999999999998,2,2,20,5,1,5,2,4,3,1,1,1,4,1,3,2,Graduado,0,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.4,0.36674816625916873,-0.7652173913043476,0.5064220183486243,-0.5800460172200185,-0.27598976947110515,0.0,0.0,0.44444444444444436,0.0,0.0,2.0,0.5
17.49,73.2,64.1,0.875,1.0,0.875,0,1,184.1,-472.03,0,0,17,5,5,1,5,2,3,5,5,3,1,1,2,1,Desertó,1,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,-1.0,1.1564792176039116,-1.0,-1.1155963302752296,-0.5504263360089952,-0.7204266140320449,0.8333333333333335,0.0,1.4166666666666667,0.0,-0.5,0.0,0.0
6.52,69.0,75.0,0.3333333333333333,1.0,0.3333333333333333,0,4,505.28,441.4,0,0,20,5,1,1,2,5,5,1,5,1,5,1,1,5,Desertó,1,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,-0.4,-1.525672371638142,-1.3652173913043482,-0.31559633027522915,-0.21604147796483117,0.172111304636716,-1.3333333333333333,0.0,-1.111111111111111,0.0,1.0,0.0,0.0
