Formas de Pago,Matrícula al día,Becario,Situación laboral,Facultad,Orden de solicitud,Modo de solicitud,Procedencia,Vivienda,Necesidades educativas especiales,Trasladado(a),Género,Crianza Adventista,Estado civil,Titulación de la madre,Titulación del padre,Ocupación de la madre,Ocupación del padre,Promedio ponderado del semestre,Asistencia (%),Desarrollo de Tareas (%),tasa_aprobacion,tasa_evaluacion,carga_aprobada,backlog_eval,backlog_aprob,Deuda,deuda_neta,conflicto_trabajo_estudio,trabajo_ordinal,Edad,¿La distancia y la separación de mi familia para estudiar en la universidad me hacen considerar abandonar mis estudios.?,¿La incompatibilidad entre mis horarios de trabajo y las clases me llevaría a abandonar la carrera.?,¿La calidad de la enseñanza y las metodologías docentes me desmotivan al punto de pensar en abandonar?,"¿La falta de recursos económicos, becas o facilidades de pago me haría interrumpir mis estudios?","¿Me siento poco integrado/a con mis compañeros y actividades universitarias, lo que me hace pensar en abandonar?","¿El estrés, la ansiedad u otros problemas de bienestar asociados a la vida universitaria me hacen considerar abandonar?",¿La falta de seguridad dentro o cerca del campus influye en mi intención de abandonar?,¿La retroalimentación tardía o poco clara de los docentes afecta mi continuidad y me hace pensar en abandonar?,¿La carrera/facultad donde estoy matriculado no cumple mis expectativas y me hace pensar en retirarme?,¿La dificultad de los cursos supera mis capacidades actuales y me lleva a considerar dejar la universidad?,¿Cuento con poco apoyo familiar para continuar mis estudios y eso me hace considerar el abandono?,"¿Me cuesta adaptarme a la cultura y normas institucionales, lo que afecta mi permanencia?","¿No veo una trayectoria profesional clara a partir de mi carrera actual, por lo que consideraría retirarme?",Condición Final,target_deserto
Armadas,Sí,No,No Trabaja,Ingeniería y Arquitectura,Primera Opción,Examen de admisión ordinario,Lima,Residencia,No,No,M,Sí,Soltero,Educación Superior,Primaria,Profesionales y técnicos,Desempleado / sin ocupación,13.91,86.6,84.8,0.6666666666666666,0.8571428571428571,0.5714285714285714,1,2,1061.46,271.64,0,0,22,1,5,2,3,1,4,1,5,2,2,3,3,3,Graduado,0
Armadas,Sí,No,Medio Tiempo,Ciencias Empresariales,Primera Opción,Examen de admisión ordinario,Provincia,Familiares,No,No,M,Sí,Soltero,Técnica,Primaria,Empleados administrativos / de oficina,Ama de casa / labores del hogar,20.0,80.9,87.8,1.0,0.875,0.875,1,0,1392.97,1339.07,1,1,20,5,1,1,3,1,3,1,2,1,3,1,5,5,Graduado,0
Armadas,Sí,No,Tiempo completo,Ciencias Empresariales,Primera Opción,Ingreso directo,Lima,Residencia,No,No,M,No,Soltero,Educación Superior,Educación Superior,Profesionales y técnicos,Obreros / trabajadores manuales,16.67,80.9,92.9,0.6666666666666666,0.75,0.5,1,1,792.89,306.81,10,2,19,1,5,1,5,1,5,1,2,5,3,1,3,1,Graduado,0
Contado,No,No,No Trabaja,Ciencias Humanas y Educación,Primera Opción,Examen de admisión ordinario,Lima,Residencia,No,No,M,Sí,Soltero,Secundaria,Secundaria,Comerciantes / vendedores,Obreros / trabajadores manuales,12.98,89.7,74.8,0.75,1.0,0.75,0,1,50.26,-898.5,0,0,16,5,2,5,4,3,4,1,2,2,2,3,5,2,Graduado,0
Contado,Sí,No,No Trabaja,Ciencias de la Salud,Primera Opción,Examen de admisión ordinario,Provincia,Familiares,No,No,M,Sí,Soltero,Primaria,Técnica,Servicios personales y domésticos,Agricultores / ganaderos / pescadores,16.27,91.6,58.8,0.6666666666666666,0.75,0.5,1,1,486.75,353.07,0,0,25,2,1,1,1,4,5,3,2,5,4,2,5,5,Graduado,0
Armadas,No,No,No Trabaja,Ciencias Empresariales,Primera Opción,Examen de admisión ordinario,Provincia,Familiares,No,No,M,No,Soltero,Técnica,Educación Superior,Ama de casa / labores del hogar,Desempleado / sin ocupación,8.92,66.1,99.4,0.3333333333333333,0.75,0.25,1,2,1265.63,884.3500000000001,0,0,27,2,2,4,3,2,3,5,1,3,5,1,5,1,Graduado,0
Armadas,Sí,No,Tiempo completo,Ciencias de la Salud,Segunda Opción,Examen de admisión ordinario,Extranjero,Residencia,No,No,M,Sí,Soltero,Secundaria,Secundaria,Obreros / trabajadores manuales,Comerciantes / vendedores,13.06,78.5,66.0,0.6666666666666666,0.75,0.5,1,1,601.66,256.2,6,2,17,5,3,3,3,1,1,4,5,5,2,1,4,1,Graduado,0
Armadas,Sí,No,No Trabaja,Ciencias Empresariales,Segunda Opción,Ingreso por convenio o beca especial,Provincia,Residencia,No,No,H,Sí,Soltero,Educación Superior,Secundaria,Agricultores / ganaderos / pescadores,Obreros / trabajadores manuales,13.38,84.9,72.0,0.7142857142857143,1.0,0.7142857142857143,0,2,3733.11,3498.21,0,0,19,4,1,2,5,5,3,1,4,2,2,2,5,2,Desertó,1
Armadas,Sí,No,No Trabaja,Ciencias de la Salud,Primera Opción,Examen de admisión ordinario,Provincia,Familiares,No,No,M,No,Soltero,Educación Superior,Educación Superior,Ama de casa / labores del hogar,Comerciantes / vendedores,15.35,88.8,87.9,0.8333333333333334,1.0,0.8333333333333334,0,1,332.02,79.58999999999997,0,0,24,4,2,3,3,3,1,1,1,2,2,5,5,4,Graduado,0
Armadas,No,No,No Trabaja,Ingeniería y Arquitectura,Primera Opción,Ingreso directo,Lima,Residencia,No,No,H,Sí,Soltero,Secundaria,Educación Superior,Comerciantes / vendedores,Servicios personales y domésticos,5.43,79.4,85.5,0.25,1.0,0.25,0,6,2394.94,1623.7,0,0,18,2,1,5,5,1,4,5,2,5,5,3,2,5,Graduado,0
Contado,Sí,No,No Trabaja,Ciencias Empresariales,Primera Opción,Examen de admisión ordinario,Lima,Familiares,No,No,M,Sí,Soltero,Secundaria,Educación Superior,Servicios personales y domésticos,Comerciantes / vendedores,10.07,86.5,79.7,0.6,1.0,0.6,0,2,51.05,-43.66,0,0,23,1,1,3,3,5,2,5,3,1,5,1,2,5,Graduado,0
Armadas,Sí,No,No Trabaja,Ciencias Empresariales,Primera Opción,Examen de admisión ordinario,Lima,Residencia,No,No,H,No,Soltero,Técnica,Secundaria,Servicios personales y domésticos,Comerciantes / vendedores,18.95,87.4,65.3,1.0,1.0,1.0,0,0,455.25,-224.92999999999995,0,0,27,2,4,1,2,2,5,1,2,4,3,1,2,4,Graduado,0
Armadas,Sí,No,No Trabaja,Ciencias Empresariales,Segunda Opción,Ingreso por reingreso,Provincia,Alquila cuarto,No,No,M,No,Soltero,Técnica,Técnica,Ama de casa / labores del hogar,Comerciantes / vendedores,14.27,78.2,63.7,0.75,1.0,0.75,0,1,720.62,166.26999999999998,0,0,21,4,4,1,5,1,5,2,2,5,4,4,2,1,Desertó,1
Armadas,Sí,No,Medio Tiempo,Ingeniería y Arquitectura,Primera Opción,Examen de admisión ordinario,Lima,Familiares,No,No,H,Sí,Soltero,Educación Superior,Educación Superior,Profesionales y técnicos,Otros / no especificado,16.04,98.2,81.1,0.8333333333333334,0.8571428571428571,0.7142857142857143,1,1,1214.51,665.56,4,1,21,2,4,2,2,1,3,5,3,5,5,1,1,1,Graduado,0
Armadas,Sí,No,No Trabaja,Ciencias de la Salud,Primera Opción,Ingreso por traslado externo,Lima,Residencia,No,Sí,H,Sí,Soltero,Primaria,Técnica,Empleados administrativos / de oficina,Desempleado / sin ocupación,5.0,85.8,68.9,0.16666666666666666,0.8571428571428571,0.14285714285714285,1,5,63.06,-342.64,0,0,20,5,1,3,4,1,1,2,3,4,4,1,5,3,Graduado,0
Contado,Sí,No,Medio Tiempo,Ingeniería y Arquitectura,Primera Opción,Examen de admisión ordinario,Extranjero,Residencia,No,No,M,Sí,Soltero,Secundaria,Técnica,Profesionales y técnicos,Obreros / trabajadores manuales,12.89,100.0,87.1,0.5,1.0,0.5,0,2,325.62,-92.20999999999998,5,1,22,3,5,3,4,1,5,1,1,2,2,1,1,4,Graduado,0
Otros,Sí,Sí,No Trabaja,Ciencias Empresariales,Primera Opción,Examen de admisión ordinario,Lima,Familiares,No,No,H,Sí,Soltero,Educación Superior,Técnica,Servicios personales y domésticos,Profesionales y técnicos,8.82,86.0,94.7,0.4,0.8333333333333334,0.3333333333333333,1,3,642.0,-644.8900000000001,0,0,20,1,5,3,4,4,1,2,5,5,3,2,4,1,Graduado,0
Armadas,Sí,No,No Trabaja,Ciencias Humanas y Educación,Primera Opción,Examen de admisión ordinario,Lima,Familiares,No,No,M,Sí,Soltero,Secundaria,Técnica,Desempleado / sin ocupación,Desempleado / sin ocupación,9.17,78.8,96.5,0.5,0.8571428571428571,0.42857142857142855,1,3,818.11,771.63,0,0,22,1,1,5,1,5,2,1,2,5,5,5,4,4,Graduado,0
Otros,Sí,No,No Trabaja,Ciencias Humanas y Educación,Primera Opción,Examen de admisión ordinario,Provincia,Familiares,No,No,M,Sí,Soltero,Secundaria,Secundaria,Servicios personales y domésticos,Profesionales y técnicos,11.73,95.3,76.8,0.5,0.8571428571428571,0.42857142857142855,1,3,257.66,-143.91999999999996,0,0,22,2,3,5,4,3,4,2,1,1,5,1,5,3,Graduado,0
Contado,Sí,No,No Trabaja,Ciencias Empresariales,Segunda Opción,Examen de admisión ordinario,Provincia,Familiares,No,No,H,Sí,Soltero,Técnica,Secundaria,Servicios personales y domésticos,Obreros / trabajadores manuales,10.18,97.5,94.2,0.4,0.8333333333333334,0.3333333333333333,1,3,185.06,-185.32999999999998,0,0,18,4,2,3,1,1,5,2,3,1,2,4,3,2,Graduado,0
Armadas,Sí,No,No Trabaja,Ciencias Humanas y Educación,Primera Opción,Examen de admisión ordinario,Provincia,Residencia,No,No,M,Sí,Soltero,Primaria,Primaria,Ama de casa / labores del hogar,Empleados administrativos / de oficina,11.27,86.8,56.3,0.6666666666666666,0.8571428571428571,0.5714285714285714,1,2,999.74,627.4000000000001,0,0,20,5,4,5,1,5,4,3,3,3,5,4,5,3,Graduado,0
Armadas,Sí,No,No Trabaja,Ciencias Empresariales,Primera Opción,Ingreso por traslado externo,Lima,Familiares,No,No,M,No,Soltero,Educación Superior,Educación Superior,Servicios personales y domésticos,Empleados administrativos / de oficina,5.76,92.4,99.0,0.2857142857142857,1.0,0.2857142857142857,0,5,2032.33,1612.1399999999999,0,0,26,5,2,1,5,5,3,5,5,4,5,5,1,4,Graduado,0
Contado,Sí,No,No Trabaja,Ciencias Empresariales,Segunda Opción,Examen de admisión ordinario,Provincia,Residencia,No,No,M,Sí,Casado,Primaria,Sin estudios,Servicios personales y domésticos,Militares / policías / fuerzas del orden,17.94,68.2,74.7,0.8333333333333334,1.0,0.8333333333333334,0,1,1226.71,502.9100000000001,0,0,20,1,1,5,1,2,3,4,3,1,1,1,2,5,Desertó,1
Armadas,Sí,No,No Trabaja,Ciencias Empresariales,Segunda Opción,Examen de admisión ordinario,Lima,Residencia,No,No,H,Sí,Soltero,Técnica,Técnica,Ama de casa / labores del hogar,Profesionales y técnicos,8.72,75.6,76.0,0.5,1.0,0.5,0,2,927.94,781.9200000000001,0,0,22,4,1,5,4,1,3,1,4,2,5,3,4,2,Graduado,0
Contado,Sí,No,Tiempo completo,Ciencias Empresariales,Primera Opción,Ingreso directo,Lima,Residencia,No,No,M,Sí,Soltero,Técnica,Primaria,Empleados administrativos / de oficina,Obreros / trabajadores manuales,9.61,58.8,71.9,0.5,1.0,0.5,0,4,2869.89,2011.6899999999998,4,2,21,1,2,1,4,1,4,5,2,1,4,1,1,1,Desertó,1
Armadas,Sí,No,No Trabaja,Ciencias Humanas y Educación,Primera Opción,Ingreso directo,Lima,Familiares,No,No,H,Sí,Soltero,Técnica,Primaria,Profesionales y técnicos,Comerciantes / vendedores,8.16,61.1,58.2,0.5,0.8571428571428571,0.42857142857142855,1,3,3226.69,3070.69,0,0,26,2,2,4,5,3,3,1,4,1,2,1,1,4,Desertó,1
Armadas,Sí,No,Medio Tiempo,Ingeniería y Arquitectura,Primera Opción,Ingreso directo,Provincia,Familiares,No,No,M,No,Soltero,Secundaria,Secundaria,Servicios personales y domésticos,Obreros / trabajadores manuales,12.09,86.8,78.8,0.6,0.8333333333333334,0.5,1,2,701.0,424.33,2,1,20,3,2,1,4,2,5,2,5,5,1,4,5,5,Graduado,0
Armadas,No,No,Medio Tiempo,Ciencias Empresariales,Segunda Opción,Ingreso por traslado externo,Lima,Familiares,No,No,M,No,Soltero,Técnica,Secundaria,Servicios personales y domésticos,Comerciantes / vendedores,11.83,90.4,78.0,0.5,0.8,0.4,1,2,3101.43,2931.5099999999998,5,1,17,1,5,5,5,4,2,3,4,4,3,4,4,1,Desertó,1
Contado,Sí,No,No Trabaja,Ingeniería y Arquitectura,Primera Opción,Examen de admisión ordinario,Provincia,Alquila cuarto,No,No,H,No,Soltero,Técnica,Secundaria,Comerciantes / vendedores,Profesionales y técnicos,9.84,77.6,75.2,0.5714285714285714,0.875,0.5,1,3,1300.63,889.3100000000002,0,0,22,5,4,1,1,2,5,1,4,3,3,1,4,1,Graduado,0
Armadas,Sí,No,No Trabaja,Ciencias de la Salud,Primera Opción,Examen de admisión ordinario,Provincia,Familiares,No,No,M,No,Soltero,Sin estudios,Técnica,Servicios personales y domésticos,Comerciantes / vendedores,15.6,80.5,85.9,0.8,0.8333333333333334,0.6666666666666666,1,1,25.93,-382.09999999999997,0,0,23,2,5,5,2,1,3,4,2,5,5,1,5,5,Graduado,0
Armadas,No,No,No Trabaja,Ingeniería y Arquitectura,Primera Opción,Examen de admisión ordinario,Lima,Familiares,No,No,M,Sí,Soltero,Educación Superior,Secundaria,Profesionales y técnicos,Comerciantes / vendedores,12.99,96.6,85.4,0.6,1.0,0.6,0,2,1855.49,1522.6,0,0,21,2,4,3,1,4,1,5,2,5,3,3,5,3,Graduado,0
Contado,Sí,No,No Trabaja,Ciencias Empresariales,Tercera Opción,Ingreso por traslado externo,Lima,Familiares,No,No,M,Sí,Soltero,Educación Superior,Secundaria,Profesionales y técnicos,Otros / no especificado,14.89,95.6,69.5,0.75,0.8,0.6,1,1,1148.02,1062.99,0,0,22,1,3,2,5,4,3,5,4,5,1,4,5,4,Graduado,0
Contado,No,No,Tiempo completo,Ciencias Humanas y Educación,Primera Opción,Examen de admisión ordinario,Lima,Residencia,No,No,M,No,Soltero,Secundaria,Educación Superior,Profesionales y técnicos,Obreros / trabajadores manuales,18.62,98.4,91.1,0.875,1.0,0.875,0,1,1461.19,1083.75,6,2,25,4,3,1,5,1,1,2,1,2,1,1,5,5,Graduado,0
Armadas,Sí,No,Medio Tiempo,Ciencias Empresariales,Primera Opción,Examen de admisión ordinario,Lima,Alquila cuarto,No,No,H,Sí,Soltero,Técnica,Secundaria,Comerciantes / vendedores,Comerciantes / vendedores,16.73,96.7,84.5,0.8,0.8333333333333334,0.6666666666666666,1,1,1968.4,1546.8100000000002,5,1,24,1,5,5,4,5,1,1,1,4,5,5,5,5,Graduado,0
Armadas,No,Sí,Medio Tiempo,Ciencias Empresariales,Segunda Opción,Examen de admisión ordinario,Provincia,Familiares,No,No,M,No,Soltero,Secundaria,Secundaria,Obreros / trabajadores manuales,Comerciantes / vendedores,20.0,98.3,82.0,1.0,0.75,0.75,1,0,244.45,52.72,3,1,24,5,3,3,5,5,1,3,4,3,1,5,4,3,Graduado,0
Armadas,Sí,No,No Trabaja,Ingeniería y Arquitectura,Primera Opción,Examen de admisión ordinario,Provincia,Familiares,No,No,H,Sí,Soltero,Primaria,Secundaria,Servicios personales y domésticos,Otros / no especificado,9.07,75.0,67.4,0.5,0.8571428571428571,0.42857142857142855,1,3,1242.11,979.9299999999998,0,0,28,4,5,2,4,1,3,1,2,4,4,1,3,1,Graduado,0
Armadas,Sí,No,No Trabaja,Ciencias Humanas y Educación,Primera Opción,Examen de admisión ordinario,Provincia,Familiares,No,No,M,Sí,Soltero,Técnica,Secundaria,Desempleado / sin ocupación,Servicios personales y domésticos,14.36,67.0,100.0,0.75,1.0,0.75,0,1,10.38,-385.93,0,0,26,5,5,3,2,1,5,1,4,4,3,3,2,3,Graduado,0
Armadas,No,Sí,Medio Tiempo,Ingeniería y Arquitectura,Primera Opción,Examen de admisión ordinario,Provincia,Residencia,No,No,M,Sí,Soltero,Secundaria,Educación Superior,Empleados administrativos / de oficina,Agricultores / ganaderos / pescadores,10.14,84.3,94.8,0.5,0.8571428571428571,0.42857142857142855,1,3,385.92,138.49,5,1,20,4,5,3,2,1,5,5,2,1,3,4,1,5,Graduado,0
Armadas,Sí,Sí,No Trabaja,Ciencias Humanas y Educación,Primera Opción,Ingreso directo,Lima,Residencia,No,No,H,No,Casado,Secundaria,Educación Superior,Ama de casa / labores del hogar,Obreros / trabajadores manuales,7.75,70.9,75.2,0.42857142857142855,1.0,0.42857142857142855,0,4,5630.2,4011.3599999999997,0,0,18,5,4,5,5,3,3,2,5,1,5,3,1,5,Desertó,1
Contado,Sí,No,Medio Tiempo,Ciencias Humanas y Educación,Primera Opción,Ingreso por convenio o beca especial,Lima,Residencia,No,No,H,No,Soltero,Técnica,Técnica,Militares / policías / fuerzas del orden,Obreros / trabajadores manuales,13.08,80.9,95.9,0.75,1.0,0.75,0,1,2414.46,1376.3400000000001,2,1,28,3,2,5,3,1,2,4,5,1,2,5,1,1,Graduado,0
Otros,Sí,No,Tiempo completo,Ingeniería y Arquitectura,Segunda Opción,Examen de admisión ordinario,Provincia,Familiares,No,No,H,Sí,Soltero,Secundaria,Técnica,Servicios personales y domésticos,Comerciantes / vendedores,17.12,94.3,64.1,0.8,0.8333333333333334,0.6666666666666666,1,1,1245.12,899.1399999999999,6,2,24,1,3,4,5,3,1,5,3,5,4,5,2,2,Graduado,0
Armadas,Sí,No,Tiempo completo,Ingeniería y Arquitectura,Primera Opción,Ingreso por convenio o beca especial,Lima,Alquila cuarto,No,No,H,Sí,Soltero,Secundaria,Primaria,Servicios personales y domésticos,Agricultores / ganaderos / pescadores,12.35,80.7,92.6,0.5714285714285714,0.875,0.5,1,3,314.12,-243.63,2,2,23,1,1,2,4,1,1,4,1,4,3,1,2,4,Graduado,0
Armadas,No,No,Tiempo completo,Ciencias de la Salud,Primera Opción,Examen de admisión ordinario,Lima,Familiares,No,No,H,No,Soltero,Secundaria,Educación Superior,Servicios personales y domésticos,Agricultores / ganaderos / pescadores,11.92,92.6,83.7,0.5,0.8,0.4,1,2,1096.91,107.79000000000008,10,2,22,4,5,5,5,5,1,5,2,3,5,4,1,1,Graduado,0
Armadas,Sí,Sí,No Trabaja,Ciencias Empresariales,Primera Opción,Examen de admisión ordinario,Lima,Alquila cuarto,No,No,H,Sí,Soltero,Secundaria,Secundaria,Ama de casa / labores del hogar,Profesionales y técnicos,18.03,96.6,83.3,0.8571428571428571,0.875,0.75,1,1,33.36,-422.96,0,0,19,3,1,1,1,5,1,1,1,2,3,4,1,1,Graduado,0
Contado,No,No,No Trabaja,Ciencias Empresariales,Primera Opción,Examen de admisión ordinario,Extranjero,Residencia,No,No,M,Sí,Soltero,Secundaria,Primaria,Empleados administrativos / de oficina,Empleados administrativos / de oficina,10.83,91.9,70.1,0.5,1.0,0.5,0,2,555.93,27.870000000000005,0,0,21,2,3,5,5,2,2,2,4,5,5,2,2,2,Desertó,1
Contado,Sí,No,Tiempo completo,Ciencias de la Salud,Segunda Opción,Ingreso por convenio o beca especial,Provincia,Residencia,No,No,H,Sí,Soltero,Secundaria,Técnica,Agricultores / ganaderos / pescadores,Obreros / trabajadores manuales,10.67,81.2,84.1,0.5,0.8571428571428571,0.42857142857142855,1,3,201.14,-432.90999999999997,4,2,17,3,2,2,4,1,2,5,5,4,4,1,4,4,Graduado,0
Contado,Sí,No,Tiempo completo,Ciencias Humanas y Educación,Primera Opción,Examen de admisión ordinario,Provincia,Residencia,No,No,M,Sí,Soltero,Secundaria,Educación Superior,Agricultores / ganaderos / pescadores,Empleados administrativos / de oficina,12.26,92.9,77.4,0.5,1.0,0.5,0,2,1217.15,871.8200000000002,8,2,21,5,4,3,2,1,1,4,2,3,4,4,1,1,Graduado,0
Contado,Sí,No,No Trabaja,Ciencias Empresariales,Primera Opción,Ingreso por convenio o beca especial,Lima,Familiares,No,No,M,No,Soltero,Secundaria,Secundaria,Empleados administrativos / de oficina,Obreros / trabajadores manuales,15.31,90.1,98.5,0.6666666666666666,0.75,0.5,1,1,1928.78,1323.63,0,0,18,5,5,1,5,4,5,1,5,5,5,5,1,3,Graduado,0
Armadas,Sí,No,No Trabaja,Ciencias Humanas y Educación,Primera Opción,Examen de admisión ordinario,Lima,Alquila cuarto,No,No,M,Sí,Soltero,Técnica,Secundaria,Comerciantes / vendedores,Empleados administrativos / de oficina,5.0,76.5,82.0,0.25,1.0,0.25,0,6,872.2,-321.78999999999996,0,0,22,1,5,2,1,2,2,1,4,2,5,4,5,4,Desertó,1
Armadas,Sí,No,Tiempo completo,Ingeniería y Arquitectura,Primera Opción,Ingreso directo,Lima,Residencia,No,Sí,M,Sí,Soltero,Educación Superior,Primaria,Comerciantes / vendedores,Comerciantes / vendedores,8.65,80.6,79.1,0.42857142857142855,0.875,0.375,1,4,2169.49,1731.0199999999998,10,2,21,1,5,5,5,5,1,3,1,1,5,3,1,1,Desertó,1
Armadas,Sí,No,No Trabaja,Ciencias Humanas y Educación,Segunda Opción,Ingreso por reingreso,Lima,Familiares,No,No,H,No,Soltero,Técnica,Educación Superior,Profesionales y técnicos,Comerciantes / vendedores,14.09,91.5,93.4,0.7142857142857143,1.0,0.7142857142857143,0,2,513.56,-242.60000000000002,0,0,19,2,5,5,2,3,1,3,5,1,1,1,4,1,Graduado,0
Otros,Sí,No,Medio Tiempo,Ciencias Humanas y Educación,Segunda Opción,Examen de admisión ordinario,Lima,Familiares,No,No,M,Sí,Soltero,Secundaria,Secundaria,Empleados administrativos / de oficina,Agricultores / ganaderos / pescadores,10.61,100.0,70.4,0.5714285714285714,1.0,0.5714285714285714,0,3,830.92,336.37999999999994,4,1,18,4,4,5,2,5,5,5,3,2,3,5,1,1,Graduado,0
Armadas,Sí,No,Medio Tiempo,Ingeniería y Arquitectura,Primera Opción,Examen de admisión ordinario,Provincia,Familiares,No,No,M,No,Soltero,Secundaria,Educación Superior,Ama de casa / labores del hogar,Desempleado / sin ocupación,13.99,79.5,64.5,0.8,1.0,0.8,0,1,193.16,-740.82,3,1,16,3,3,2,4,1,5,5,5,4,4,5,3,1,Desertó,1
Armadas,Sí,Sí,No Trabaja,Ciencias Empresariales,Primera Opción,Examen de admisión ordinario,Lima,Alquila cuarto,No,No,M,No,Soltero,Primaria,Técnica,Obreros / trabajadores manuales,Servicios personales y domésticos,9.9,88.3,85.5,0.42857142857142855,1.0,0.42857142857142855,0,4,226.59,-73.83000000000001,0,0,21,3,1,1,4,5,5,1,3,1,5,1,4,5,Graduado,0
Armadas,Sí,No,No Trabaja,Ingeniería y Arquitectura,Primera Opción,Examen de admisión ordinario,Provincia,Residencia,No,No,H,No,Soltero,Secundaria,Primaria,Comerciantes / vendedores,Comerciantes / vendedores,15.71,100.0,84.0,0.75,0.8,0.6,1,1,152.62,-459.24,0,0,18,2,1,5,4,1,1,5,4,5,1,1,2,4,Graduado,0
Otros,Sí,No,Tiempo completo,Ciencias Humanas y Educación,Segunda Opción,Ingreso por convenio o beca especial,Lima,Alquila cuarto,No,No,M,Sí,Soltero,Técnica,Secundaria,Empleados administrativos / de oficina,Profesionales y técnicos,11.21,76.4,70.2,0.5,1.0,0.5,0,2,667.3,87.0,10,2,24,2,5,2,3,5,4,5,3,1,3,1,4,4,Graduado,0
Armadas,Sí,No,Medio Tiempo,Ingeniería y Arquitectura,Primera Opción,Examen de admisión ordinario,Provincia,Familiares,No,No,M,No,Soltero,Educación Superior,Secundaria,Profesionales y técnicos,Comerciantes / vendedores,5.0,80.8,60.8,0.3333333333333333,0.8571428571428571,0.2857142857142857,1,4,803.98,627.4200000000001,1,1,20,4,1,5,4,1,2,4,1,3,5,2,2,4,Graduado,0
Contado,Sí,No,No Trabaja,Ingeniería y Arquitectura,Primera Opción,Ingreso directo,Lima,Residencia,No,No,M,No,Soltero,Secundaria,Educación Superior,Servicios personales y domésticos,Militares / policías / fuerzas del orden,10.75,83.2,59.6,0.6666666666666666,0.75,0.5,1,1,1581.03,1065.27,0,0,24,1,2,5,5,3,5,2,4,3,1,4,1,3,Graduado,0
Armadas,Sí,No,No Trabaja,Ingeniería y Arquitectura,Primera Opción,Examen de admisión ordinario,Provincia,Familiares,No,No,M,Sí,Soltero,Técnica,Primaria,Servicios personales y domésticos,Comerciantes / vendedores,15.81,86.3,85.9,0.6666666666666666,0.75,0.5,1,1,975.43,807.0999999999999,0,0,25,5,3,1,1,5,3,5,1,4,5,2,4,3,Graduado,0
Armadas,No,No,No Trabaja,Ciencias Humanas y Educación,Tercera Opción,Examen de admisión ordinario,Lima,Residencia,No,No,H,No,Soltero,Educación Superior,Secundaria,Profesionales y técnicos,Servicios personales y domésticos,10.94,84.4,73.8,0.6,0.8333333333333334,0.5,1,2,325.95,10.579999999999984,0,0,22,1,3,5,3,4,2,1,2,5,3,1,2,3,Graduado,0
Armadas,Sí,No,No Trabaja,Ciencias Humanas y Educación,Primera Opción,Ingreso por traslado externo,Lima,Familiares,No,No,H,No,Soltero,Primaria,Secundaria,Agricultores / ganaderos / pescadores,Comerciantes / vendedores,9.57,92.7,61.8,0.3333333333333333,0.75,0.25,1,2,1424.46,1274.76,0,0,22,1,1,4,4,3,2,2,5,4,5,5,4,3,Graduado,0
Contado,Sí,No,Tiempo completo,Ciencias Humanas y Educación,Primera Opción,Examen de admisión ordinario,Provincia,Familiares,No,No,H,Sí,Soltero,Educación Superior,Educación Superior,Ama de casa / labores del hogar,Comerciantes / vendedores,18.56,79.3,85.8,1.0,0.8333333333333334,0.8333333333333334,1,0,1845.27,1663.75,6,2,20,3,3,3,5,3,4,2,3,5,3,4,4,1,Desertó,1
Contado,Sí,No,No Trabaja,Ciencias de la Salud,Primera Opción,Ingreso por convenio o beca especial,Lima,Residencia,No,No,M,Sí,Soltero,Primaria,Secundaria,Ama de casa / labores del hogar,Otros / no especificado,10.9,78.2,82.3,0.5,0.8,0.4,1,2,1836.82,1555.81,0,0,19,2,5,1,5,5,1,3,1,4,5,4,1,1,Graduado,0
Armadas,Sí,No,Medio Tiempo,Ciencias Humanas y Educación,Primera Opción,Ingreso por convenio o beca especial,Provincia,Alquila cuarto,No,No,M,Sí,Soltero,Sin estudios,Primaria,Obreros / trabajadores manuales,Agricultores / ganaderos / pescadores,7.34,89.8,73.1,0.4,0.8333333333333334,0.3333333333333333,1,3,294.81,39.53,2,1,23,2,2,2,2,3,5,5,5,2,5,5,5,1,Desertó,1
Contado,Sí,No,No Trabaja,Ciencias de la Salud,Primera Opción,Examen de admisión ordinario,Provincia,Familiares,No,No,M,No,Soltero,Técnica,Técnica,Servicios personales y domésticos,Profesionales y técnicos,9.89,73.3,77.9,0.5,0.8,0.4,1,2,4.08,-346.06,0,0,24,4,4,5,5,5,3,2,5,3,5,2,4,3,Graduado,0
Armadas,Sí,No,No Trabaja,Teología,Primera Opción,Examen de admisión ordinario,Provincia,Residencia,No,No,M,No,Soltero,Educación Superior,Técnica,Servicios personales y domésticos,Empleados administrativos / de oficina,13.64,87.7,66.9,0.6666666666666666,0.8571428571428571,0.5714285714285714,1,2,257.85,38.140000000000015,0,0,28,4,4,1,5,2,3,1,3,1,3,3,3,1,Graduado,0
Armadas,Sí,No,Medio Tiempo,Ciencias de la Salud,Segunda Opción,Ingreso directo,Lima,Alquila cuarto,No,No,H,Sí,Soltero,Sin estudios,Técnica,Ama de casa / labores del hogar,Desempleado / sin ocupación,8.87,82.6,63.4,0.4,0.8333333333333334,0.3333333333333333,1,3,459.77,-4.8700000000000045,5,1,24,5,5,4,5,2,1,2,5,5,5,4,3,3,Desertó,1
